"run",start_run,end_run,"kin_study",setting,"BCM4A_thrs","BCM4A_current","BCM4A_charge","real_counts","real_rate","beam_on_target","evts_replayed","beam_energy",target,"target_mass","HMS_P","HMS_Angle","SHMS_P","SHMS_Angle",PS1,PS2,PS3,PS5,PS6,"T1_scaler_rates","T2_scaler_rates","T3_scaler_rates","T5_scaler_rates","T6_scaler_rates","T1_accp_rates","T2_accp_rates","T3_accp_rates","T5_accp_rates","T6_accp_rates",T1_tLT,T2_tLT,T3_tLT,T5_tLT,T6_tLT,"HMS_TrkEff","SHMS_TrkEff",simc_counts_goal,"simc_charge_goal",Comments
16965,            2022-09-18 17:23:02,           2022-09-18 17:53:27,         heep_singles,       delta_scan_-4,        >5.00,                  5.053,                    0.010,                65.000,          nan,         2.001,                     5000,         10.5494,    LH2,         1.007940,       3.1450,   -35.755,       8.5500,    12.944,513,17,-1,-1,-1,18.458,14.588,0.282,0.087,0.094,2.005,1.987,0.011,0.009,0.011,76.950,2.550,nan,nan,nan,1.000,0.982,500,nan,no_comments
